iter	Logloss
349	0.4060347423
350	0.4059967416
351	0.4059625776
352	0.4058983299
353	0.4058289107
354	0.4056876595
355	0.4055950556
356	0.4055908797
357	0.4054793112
358	0.4054219128
359	0.4053575885
360	0.4053515826
361	0.4051936048
362	0.4051801943
363	0.405138355
364	0.405087137
365	0.4050329544
366	0.4050211868
367	0.4049301151
368	0.4048463718
369	0.4048211553
370	0.4047973089
371	0.4047585394
372	0.4047405707
373	0.4046752723
374	0.4045977621
375	0.4045197048
376	0.4044054065
377	0.4043506415
378	0.4043121883
379	0.4042729638
380	0.4042216982
381	0.4041710911
382	0.4039949397
383	0.4039577322
384	0.4038118309
385	0.4037417977
386	0.403687481
387	0.4036401067
388	0.4035372587
389	0.4034664796
390	0.4033631463
391	0.4032794904
392	0.4032156044
393	0.4031345128
394	0.4030638797
395	0.4029559472
396	0.4028607381
397	0.4027766224
398	0.4027492513
399	0.4026754203
400	0.4026018874
401	0.4025039922
402	0.4024655976
403	0.4024149274
404	0.4024020575
405	0.4023829522
406	0.4023290873
407	0.4022987367
408	0.402209877
409	0.4021952329
410	0.4021639592
411	0.4021348542
412	0.4020754496
413	0.4020266455
414	0.4019659647
415	0.4017911009
416	0.4017059808
417	0.4016610481
418	0.4016253339
419	0.4015867881
420	0.4015181504
421	0.4014608112
422	0.401448353
423	0.4014025108
424	0.4013534407
425	0.4012403213
426	0.4011726836
427	0.4010593333
428	0.4010318029
429	0.4009232814
430	0.4008429994
431	0.4007226789
432	0.4006757732
433	0.4006524198
434	0.4006398524
435	0.400578345
436	0.4005150747
437	0.4004421889
438	0.4004028972
439	0.400389678
440	0.4003520671
441	0.4003248887
442	0.4002817294
443	0.4001710927
444	0.4001110289
445	0.4000515413
446	0.4000155456
447	0.3998935181
448	0.3998849334
449	0.3998748963
450	0.3997749884
451	0.3997611773
452	0.3997432812
453	0.3997221864
454	0.3996891624
455	0.3996593023
456	0.3995895594
457	0.3995724093
458	0.3995447191
459	0.3995134548
460	0.3994154306
461	0.3993177086
462	0.3992269461
463	0.3991550227
464	0.3991161868
465	0.39908127
466	0.3990754268
467	0.3990549739
468	0.3990134412
469	0.3989071046
470	0.3988598289
471	0.3987548091
472	0.3987014752
473	0.3986418035
474	0.3985703814
475	0.3985124316
476	0.3984607754
477	0.3983670228
478	0.3983247239
479	0.3982635991
480	0.3982269397
481	0.3982030164
482	0.3981683394
483	0.3981278326
484	0.3980299705
485	0.3979636203
486	0.3978853324
487	0.3978093367
488	0.3977911324
489	0.3977248256
490	0.3977017995
491	0.3976561632
492	0.3975554427
493	0.3974615708
494	0.3974112895
495	0.3973200143
496	0.3972954653
497	0.3972498856
498	0.3972225706
499	0.397201276
500	0.39714851
501	0.3970600917
502	0.3970234757
503	0.3969705273
504	0.3969275804
505	0.3968507241
506	0.3967664938
507	0.3967575105
508	0.3967095815
509	0.3966520466
510	0.3965659849
511	0.3965033887
512	0.3964835807
513	0.3962995279
514	0.3962880222
515	0.3962442787
516	0.3962106833
517	0.3961969261
518	0.3961868257
519	0.396015178
520	0.395953437
521	0.3957770032
522	0.3957528783
523	0.395656712
524	0.3956214969
525	0.3955983734
526	0.395580015
527	0.39554555
528	0.395490867
529	0.395390666
530	0.3953592961
531	0.3953510994
532	0.395265188
533	0.3952352733
534	0.3951312204
535	0.3950211713
536	0.3950057536
537	0.3949710216
538	0.3949293034
539	0.3948641025
540	0.3948227337
541	0.3947356411
542	0.3946677632
543	0.3945894193
544	0.3945469307
545	0.3944804739
546	0.3944747741
547	0.3944656713
548	0.394403884
549	0.3943506586
550	0.3943074483
551	0.3942911916
552	0.3942269636
553	0.3942110947
554	0.3941503669
555	0.3941441788
556	0.3940476393
557	0.3940251006
558	0.3940037354
559	0.3939458081
560	0.393901276
561	0.3938619064
562	0.3938371323
563	0.3938210682
564	0.3938069727
565	0.3937963919
566	0.3937627223
567	0.3936989331
568	0.3936867967
569	0.3936304249
570	0.3935707871
571	0.3935327568
572	0.3934781406
573	0.3934438604
574	0.393391097
575	0.3933561423
576	0.3932769026
577	0.3932346702
578	0.3931754876
579	0.3931090274
580	0.3930426278
581	0.3929799691
582	0.3929594977
583	0.3928802091
584	0.3928681439
585	0.3928477472
586	0.3927864973
587	0.3927816125
588	0.3927427106
589	0.3927239846
590	0.3926829119
591	0.3926347501
592	0.3926248315
593	0.3925959886
594	0.3925331183
595	0.3924718654
596	0.3923836496
597	0.3923541869
598	0.3923377453
599	0.392250089
600	0.3921802672
601	0.3921538186
602	0.3921246259
603	0.3921008236
604	0.3920649837
605	0.3920150211
606	0.3920026009
607	0.3919929267
608	0.3919835616
609	0.3919585662
610	0.3919437415
611	0.3918490003
612	0.3918432297
613	0.3917859105
614	0.3917328807
615	0.3916988217
616	0.3916599259
617	0.3916150805
618	0.3915217094
619	0.3914588395
620	0.3914168777
621	0.3914120649
622	0.391380006
623	0.3913764709
624	0.391318764
625	0.3912598828
626	0.3912185182
627	0.3912052694
628	0.3912013823
629	0.3911409742
630	0.3911305581
631	0.3911210293
632	0.3909911822
633	0.3909691742
634	0.3909383874
635	0.3908199791
636	0.3907807479
637	0.3907169499
638	0.3907133317
639	0.390669199
640	0.3906015075
641	0.3905676686
642	0.3905100394
643	0.3904398711
644	0.3903209887
645	0.3902780417
646	0.3902121435
647	0.3901945579
648	0.3901414919
649	0.3900811625
650	0.3900453454
651	0.3900363064
652	0.3900208702
653	0.3899957188
654	0.3899578364
655	0.3898658008
656	0.3898575495
657	0.3898474337
658	0.3898226326
659	0.3897645725
660	0.3896702053
661	0.3896493858
662	0.3895856019
663	0.3895115043
664	0.3894990814
665	0.3894107627
666	0.3893601125
667	0.3893426167
668	0.3893247071
669	0.3892828706
670	0.3892550285
671	0.3892115843
672	0.3891960247
673	0.3891188545
674	0.3890842718
675	0.3890623415
676	0.3890409644
677	0.38900965
678	0.3889626289
679	0.3889208009
680	0.3888656387
681	0.3888043837
682	0.3887968765
683	0.3887786244
684	0.3887211211
685	0.3886526448
686	0.3886178891
687	0.3885681042
688	0.3885627091
689	0.3885408508
690	0.388517839
691	0.3885054133
692	0.3884730817
693	0.3884366434
694	0.3883714293
695	0.3882870181
696	0.3882538503
697	0.3882449634
698	0.3882294495
699	0.3882247022
700	0.3881576353
701	0.3881412211
702	0.3881024461
703	0.3880705495
704	0.3879928392
705	0.3879570534
706	0.3879462077
707	0.3879228631
708	0.3878348921
709	0.3878241546
710	0.3878165534
711	0.3877940913
712	0.3877873384
713	0.387762616
714	0.3876621102
715	0.3876520018
716	0.3876371627
717	0.3876292766
718	0.3875842026
719	0.3875338614
720	0.3875313386
721	0.3875171801
722	0.3874929435
723	0.3874618673
724	0.387395559
725	0.3873680942
726	0.3873540349
727	0.3873218809
728	0.3873076909
729	0.3872064238
730	0.3871983412
731	0.3871653362
732	0.3871577345
733	0.3871454842
734	0.3871323874
735	0.3871078742
736	0.3870770921
737	0.3870151425
738	0.3869771242
739	0.3869216401
740	0.3869188203
741	0.3869077579
742	0.3868840373
743	0.3868045933
744	0.3867998141
745	0.3867826508
746	0.3867331878
747	0.3866364402
748	0.386627571
749	0.3865708091
750	0.3865610846
751	0.386558265
752	0.386550775
753	0.38655019
754	0.3865227486
755	0.3864520965
756	0.3863773256
757	0.3863008999
758	0.3862964509
759	0.3862782822
760	0.3862381618
761	0.3862256712
762	0.38615883
763	0.386127493
764	0.3861173575
765	0.386059079
766	0.3860437498
767	0.3859826669
768	0.3858661119
769	0.3858633703
770	0.385856254
771	0.3858422381
772	0.385836296
773	0.3858083689
774	0.3857472646
775	0.3856948555
776	0.3856700278
777	0.3856459203
778	0.3856426835
779	0.3856066107
780	0.3855944427
781	0.3855705189
782	0.3855351281
783	0.3854937429
784	0.3854779142
785	0.3854100073
786	0.3853481868
787	0.3853292568
788	0.3852860889
789	0.3852814582
790	0.385274198
791	0.3852583344
792	0.3852102535
793	0.385181784
794	0.3851369022
795	0.3851135798
796	0.3850872916
797	0.3850674599
798	0.3850381795
799	0.3849998779
800	0.3849367641
801	0.3849134413
802	0.3849074373
803	0.3848476611
804	0.3848224155
805	0.3847066629
806	0.3846987506
807	0.3846336244
808	0.3845657772
809	0.3844905899
810	0.3844714837
811	0.3844412205
812	0.3843967063
813	0.3843881513
814	0.3843471986
815	0.3842856237
816	0.3842829686
817	0.3842402198
818	0.3842196186
819	0.3841268786
820	0.3840709114
821	0.384025872
822	0.3839483306
823	0.3839466641
824	0.3839409185
825	0.38393439
826	0.3839245608
827	0.3838961392
828	0.3838863648
829	0.383882918
830	0.3838682611
831	0.3838473987
832	0.3838152571
833	0.3837598667
834	0.3837423001
835	0.3837389437
836	0.3836785548
837	0.3836420231
838	0.3835978124
839	0.3835856111
840	0.3835754379
841	0.3835663743
842	0.3835463373
843	0.3835352693
844	0.3835225653
845	0.3834231245
846	0.3833278476
847	0.383323654
848	0.3833139737
849	0.3832892188
850	0.3832725941
851	0.3832414266
852	0.3832311065
853	0.383217717
854	0.3832143833
855	0.3831634894
856	0.3831605912
857	0.3831515748
858	0.3831228485
859	0.3831044935
860	0.3830735101
861	0.3830635545
862	0.3830058639
863	0.3829526244
864	0.3829432667
865	0.3829193839
866	0.3828755017
867	0.3828385917
868	0.3828363863
869	0.3827901987
870	0.3827396142
871	0.3827310811
872	0.3826872131
873	0.3826215723
874	0.3826203641
875	0.3826149263
876	0.3826059595
877	0.3825599348
878	0.3825161485
879	0.3824660081
880	0.3824259428
881	0.3824223979
882	0.3824191985
883	0.3823937156
884	0.3823863629
885	0.3823598266
886	0.382320419
887	0.3822391669
888	0.38216455
889	0.382156151
890	0.3821271531
891	0.3820927107
892	0.3820803567
893	0.3820660422
894	0.3819933337
895	0.3819834446
896	0.3819819364
897	0.3819752528
898	0.381967296
899	0.3819572438
900	0.381946254
901	0.3819382174
902	0.3819122039
903	0.3818847216
904	0.3818423098
905	0.3818336708
906	0.3817689165
907	0.3817630236
908	0.3817618406
909	0.3817571105
910	0.3817302091
911	0.3817263203
912	0.3817095568
913	0.3816866729
914	0.3816418203
915	0.381599413
916	0.3815749383
917	0.3815191304
918	0.3815007105
919	0.3814823818
920	0.3814743287
921	0.3814179676
922	0.3814127099
923	0.381367585
924	0.3813652711
925	0.3813406026
926	0.3813361622
927	0.3813316651
928	0.3813055165
929	0.381228013
930	0.3811879613
931	0.381131259
932	0.3811205852
933	0.3810631536
934	0.3810400125
935	0.3809762663
936	0.3809244744
937	0.3808785022
938	0.3808377626
939	0.3808329561
940	0.3808181364
941	0.3808012957
942	0.3807771727
943	0.3807230364
944	0.3806818733
945	0.3806650873
946	0.3806573208
947	0.3806449974
948	0.3806178903
949	0.3805411014
950	0.3804914351
951	0.3804551095
952	0.3804077248
953	0.380392593
954	0.3802948159
955	0.3802640819
956	0.3802417639
957	0.3802072579
958	0.3801860243
959	0.3801839763
960	0.3801371569
961	0.380113953
962	0.3800954802
963	0.3800644736
964	0.3800524576
965	0.3800505972
966	0.3800317431
967	0.3799473092
968	0.3799291826
969	0.3799004136
970	0.3798785125
971	0.3798336
972	0.3798105698
973	0.3797831113
974	0.3797528715
975	0.3797112913
976	0.3796485006
977	0.379597768
978	0.3795976943
979	0.3795521142
980	0.3795387755
981	0.3794873787
982	0.3794835641
983	0.3794818852
984	0.3794781247
985	0.3794625949
986	0.3794238582
987	0.3794129683
988	0.3793747283
989	0.3793693851
990	0.379300029
991	0.3792200603
992	0.3791505446
993	0.3791399124
994	0.3791345732
995	0.3791018064
996	0.3790970093
997	0.3790206209
998	0.3790093761
999	0.3789987451
